(351, 416)
(352, 420)
(354, 421)
(357, 424)
(359, 428)
(360, 430)
(356, 425)
(355, 425)
(355, 427)
(355, 430)
(355, 434)
(354, 436)
(352, 439)
(351, 443)
(350, 446)
(350, 452)
(350, 455)
(350, 458)
(350, 457)
(347, 452)
(347, 455)
(345, 460)
(344, 465)
(344, 471)
(343, 475)
(340, 480)
(338, 486)
(335, 488)
(331, 493)
(328, 496)
(326, 499)
(326, 501)
(328, 501)
(330, 500)
(327, 502)
(321, 507)
(318, 511)
(312, 516)
(310, 518)
(306, 520)
(301, 524)
(294, 530)
(291, 534)
(288, 537)
(286, 540)
(285, 537)
(284, 536)
(282, 540)
(281, 544)
(277, 549)
(276, 554)
(273, 559)
(270, 563)
(266, 567)
(261, 571)
(259, 574)
(262, 573)
(265, 573)
(268, 575)
(262, 575)
(259, 578)
(257, 578)
(254, 578)
(253, 578)
(252, 578)
(251, 577)
(251, 573)
(249, 570)
(249, 569)
(249, 566)
(251, 565)
(254, 563)
(257, 561)
(258, 559)
(258, 556)
(260, 553)
(262, 549)
(263, 547)
(267, 544)
(271, 541)
(275, 538)
(273, 536)
(276, 533)
(282, 532)
(284, 529)
(290, 526)
(286, 527)
(286, 526)
(291, 524)
(292, 522)
(297, 519)
(299, 515)
(302, 514)
(304, 512)
(307, 509)
(311, 506)
(311, 504)
(313, 502)
(316, 497)
(319, 492)
(319, 489)
(321, 485)
(325, 479)
(328, 477)
(333, 476)
(333, 473)
(334, 472)
(338, 468)
(339, 464)
(340, 460)
(341, 454)
(343, 451)
(345, 446)
(346, 442)
(346, 436)
(349, 431)
(350, 427)
(350, 423)
(351, 420)
(351, 417)
(351, 416)
(351, 418)
(354, 421)
