(159, 437)
(158, 436)
(157, 436)
(156, 436)
(156, 436)
(155, 435)
(154, 435)
(153, 435)
(153, 437)
(153, 437)
(153, 438)
(153, 440)
(152, 441)
(152, 442)
(152, 444)
(152, 445)
(153, 446)
(153, 448)
(153, 450)
(152, 452)
(152, 453)
(152, 455)
(152, 457)
(151, 459)
(150, 460)
(149, 461)
(151, 462)
(153, 463)
(153, 464)
(155, 465)
(156, 466)
(156, 465)
(157, 462)
(157, 459)
(157, 457)
(157, 454)
(158, 452)
(158, 450)
(158, 448)
(159, 446)
(159, 443)
(159, 441)
(159, 441)
(158, 439)
(158, 438)
(158, 437)
(157, 436)
(157, 436)
(155, 435)
