(232, 395)
(226, 391)
(222, 387)
(219, 382)
(214, 377)
(213, 367)
(209, 361)
(207, 354)
(204, 346)
(202, 338)
(200, 329)
(195, 320)
(192, 314)
(189, 307)
(187, 302)
(183, 294)
(189, 298)
(192, 300)
(199, 306)
(205, 309)
(212, 313)
(221, 317)
(224, 320)
(234, 325)
(232, 323)
(233, 323)
(239, 323)
(245, 320)
(253, 317)
(261, 315)
(265, 315)
(272, 318)
(278, 320)
(286, 323)
(291, 323)
(297, 323)
(303, 321)
(308, 322)
(309, 322)
(303, 327)
(298, 330)
(293, 332)
(285, 335)
(279, 336)
(271, 342)
(261, 343)
(250, 345)
(243, 347)
(233, 347)
(233, 347)
(235, 352)
(238, 354)
(242, 356)
(244, 361)
(244, 364)
(244, 366)
(244, 369)
(241, 377)
(239, 380)
(234, 387)
(233, 391)
(233, 394)
(233, 395)
(230, 393)
(226, 391)
