(470, 453)
(471, 454)
(471, 457)
(472, 460)
(473, 465)
(472, 467)
(473, 472)
(473, 477)
(474, 480)
(475, 483)
(476, 488)
(477, 494)
(477, 499)
(478, 503)
(478, 506)
(480, 512)
(480, 516)
(481, 520)
(481, 524)
(481, 527)
(483, 525)
(486, 523)
(488, 521)
(491, 519)
(491, 517)
(491, 515)
(489, 512)
(488, 508)
(487, 505)
(486, 502)
(486, 497)
(484, 494)
(483, 489)
(482, 486)
(481, 481)
(480, 478)
(480, 474)
(479, 470)
(479, 466)
(480, 462)
(479, 459)
(477, 454)
(477, 453)
(475, 453)
(472, 453)
(471, 452)
