(364, 153)
(359, 153)
(352, 151)
(348, 150)
(342, 150)
(335, 149)
(326, 149)
(319, 150)
(310, 148)
(302, 148)
(299, 149)
(294, 149)
(286, 149)
(281, 149)
(276, 147)
(269, 147)
(258, 147)
(245, 142)
(239, 149)
(237, 150)
(228, 155)
(220, 159)
(218, 162)
(209, 170)
(203, 173)
(198, 176)
(189, 183)
(186, 192)
(181, 200)
(179, 203)
(177, 204)
(177, 208)
(174, 211)
(168, 218)
(163, 224)
(162, 229)
(158, 234)
(155, 242)
(152, 248)
(156, 250)
(159, 246)
(158, 249)
(159, 255)
(161, 259)
(162, 263)
(164, 267)
(162, 271)
(160, 274)
(158, 276)
(155, 276)
(151, 285)
(147, 291)
(145, 294)
(142, 298)
(139, 302)
(135, 307)
(130, 313)
(129, 315)
(124, 318)
(121, 323)
(118, 328)
(117, 334)
(117, 338)
(117, 342)
(117, 348)
(120, 353)
(127, 356)
(130, 358)
(136, 360)
(139, 363)
(146, 367)
(149, 373)
(156, 369)
(161, 368)
(167, 363)
(170, 370)
(172, 371)
(178, 372)
(180, 375)
(182, 379)
(180, 382)
(183, 381)
(183, 380)
(187, 378)
(191, 379)
(194, 379)
(197, 382)
(200, 385)
(206, 389)
(212, 393)
(215, 397)
(217, 401)
(221, 406)
(223, 410)
(225, 413)
(227, 419)
(227, 422)
(224, 428)
(223, 431)
(226, 429)
(229, 423)
(232, 425)
(232, 429)
(232, 434)
(236, 427)
(239, 423)
(243, 417)
(246, 412)
(249, 409)
(249, 413)
(249, 418)
(250, 414)
(250, 410)
(252, 404)
(255, 399)
(257, 393)
(259, 388)
(263, 383)
(267, 377)
(264, 381)
(265, 386)
(270, 388)
(274, 390)
(279, 394)
(280, 395)
(281, 403)
(281, 401)
(282, 395)
(284, 388)
(284, 380)
(285, 374)
(285, 367)
(285, 362)
(285, 361)
(286, 364)
(288, 374)
(289, 379)
(291, 384)
(292, 376)
(294, 373)
(298, 366)
(301, 361)
(302, 354)
(304, 350)
(307, 346)
(306, 348)
(306, 352)
(307, 358)
(307, 361)
(307, 354)
(316, 345)
(319, 342)
(325, 339)
(330, 333)
(333, 329)
(331, 335)
(329, 340)
(329, 344)
(330, 341)
(334, 335)
(334, 329)
(336, 327)
(342, 318)
(344, 315)
(348, 309)
(349, 319)
(349, 326)
(351, 333)
(352, 328)
(354, 319)
(354, 311)
(350, 306)
(347, 300)
(345, 292)
(344, 284)
(345, 278)
(342, 273)
(337, 266)
(331, 257)
(329, 246)
(323, 242)
(320, 235)
(315, 230)
(310, 216)
(310, 209)
(315, 205)
(319, 198)
(320, 204)
(321, 207)
(323, 202)
(328, 199)
(333, 195)
(333, 189)
(338, 182)
(344, 172)
(348, 166)
(353, 160)
(358, 154)
(363, 151)
