(440, 323)
(437, 320)
(432, 320)
(429, 321)
(425, 321)
(419, 320)
(413, 319)
(412, 317)
(412, 315)
(414, 311)
(416, 308)
(419, 306)
(420, 302)
(423, 301)
(427, 299)
(431, 296)
(435, 295)
(438, 295)
(441, 295)
(445, 297)
(448, 299)
(451, 301)
(452, 303)
(453, 304)
(455, 307)
(454, 309)
(455, 310)
(455, 314)
(455, 315)
(455, 319)
(456, 324)
(455, 326)
(454, 330)
(454, 327)
(454, 322)
(453, 318)
(451, 315)
(450, 313)
(448, 310)
(446, 308)
(444, 305)
(443, 303)
(441, 302)
(440, 304)
(439, 307)
(438, 310)
(438, 313)
(438, 316)
(439, 319)
(439, 321)
(439, 322)
(439, 323)
(438, 321)
(436, 321)
