(410, 340)
(409, 339)
(408, 338)
(407, 335)
(406, 333)
(406, 331)
(409, 331)
(411, 333)
(414, 334)
(417, 335)
(419, 338)
(423, 339)
(424, 342)
(424, 344)
(427, 345)
(427, 346)
(425, 344)
(425, 341)
(424, 339)
(424, 336)
(422, 334)
(421, 332)
(419, 331)
(417, 330)
(416, 329)
(414, 328)
(412, 327)
(410, 326)
(409, 325)
(408, 325)
(408, 322)
(408, 319)
(408, 316)
(409, 314)
(410, 312)
(413, 308)
(414, 305)
(418, 301)
(420, 299)
(422, 297)
(425, 296)
(428, 294)
(431, 293)
(436, 292)
(441, 291)
(445, 293)
(449, 295)
(451, 298)
(454, 302)
(456, 305)
(457, 308)
(457, 313)
(457, 315)
(459, 319)
(459, 323)
(458, 327)
(458, 331)
(457, 334)
(457, 337)
(456, 341)
(455, 343)
(453, 346)
(451, 348)
(452, 345)
(451, 340)
(451, 337)
(451, 333)
(450, 328)
(450, 325)
(448, 321)
(447, 319)
(445, 316)
(442, 314)
(444, 318)
(445, 321)
(446, 325)
(448, 330)
(448, 333)
(449, 336)
(449, 339)
(448, 342)
(448, 344)
(447, 347)
(446, 350)
(445, 353)
(443, 354)
(442, 357)
(440, 359)
(438, 361)
(437, 363)
(434, 365)
(431, 367)
(428, 369)
(427, 370)
(428, 370)
(432, 369)
(435, 365)
(439, 362)
(442, 361)
(448, 356)
(451, 353)
(453, 350)
(457, 346)
(458, 343)
(459, 338)
(461, 335)
(461, 330)
(462, 326)
(462, 321)
(462, 317)
(461, 314)
(460, 310)
(459, 306)
(459, 302)
(458, 300)
(455, 298)
(454, 295)
(450, 290)
(449, 288)
(446, 287)
(442, 285)
(438, 285)
(434, 285)
(430, 286)
(426, 289)
(423, 290)
(421, 292)
(418, 294)
(416, 296)
(414, 299)
(411, 302)
(410, 304)
(408, 307)
(408, 309)
(407, 311)
(405, 314)
(404, 317)
(404, 322)
(403, 324)
(402, 327)
(402, 331)
(402, 332)
(402, 332)
(402, 334)
(403, 336)
(404, 339)
(406, 341)
(407, 340)
(409, 340)
(411, 340)
(410, 339)
(408, 338)
(405, 334)
(405, 332)
(405, 331)
(405, 331)
(406, 330)
